As,Source_Nodes,Categorical_Model_Trees,Categorical_True_Trees,Categorical_Model_Mask,Categorical_True_Mask,Categorical_Model_Accuracy,Categorical_True_Accuracy,Random_Model_Trees,Random_True_Trees,Random_Model_Mask,Random_True_Mask,Random_Model_Accuracy,Random_True_Accuracy,Prim_Model_Trees,Prim_True_Trees,Prim_Model_Mask,Prim_True_Mask,Prim_Model_Accuracy,Prim_True_Accuracy,Beam_Model_Trees,Beam_True_Trees,Beam_Model_Mask,Beam_True_Mask,Beam_Model_Accuracy,Beam_True_Accuracy
"[1 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 1 1 0 1 0 0 0 0 0 1
 0 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 1 1 1 1 1 0 1 0 0 0 1 1 0 1 0
 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 1 1 1 0
 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 1 1 1 1
 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0
 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1]",4,[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],True,True,1.0,1.0,"[np.int64(2), np.int64(6), np.int64(5), np.int64(1), np.int64(4), np.int64(7), np.int64(15), np.int64(6), np.int64(14), np.int64(2), np.int64(2), np.int64(2), np.int64(14), np.int64(5), np.int64(8), np.int64(10)]","[np.int64(2), np.int64(9), np.int64(13), np.int64(3), np.int64(9), np.int64(5), np.int64(15), np.int64(1), np.int64(1), np.int64(2), np.int64(7), np.int64(5), np.int64(1), np.int64(10), np.int64(10), np.int64(1)]",False,False,0.0,0.0,[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],[ 6  6  4  6  4 11  4 11 11  2  6  4  2  6  2  6],True,True,0.796875,1.0,[ 6  6  4  6  4 11  4 11 11  2  6  4  2  6  2  6],[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],True,True,0.8125,0.8125
"[1 1 0 1 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
 1 1 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
 0 0 1 1 0 0 0 1 1 0 1 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0
 0 1 1 0 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 1]",1,[ 1  1  3  1  0  1  2  8  0  5  0  0  4  5 14  5],[ 1  1  3  1  0  1  9  8  0  5  5  0  4  5 14  5],True,True,1.0,1.0,"[np.int64(11), np.int64(9), np.int64(4), np.int64(13), np.int64(0), np.int64(5), np.int64(6), np.int64(8), np.int64(14), np.int64(1), np.int64(4), np.int64(3), np.int64(7), np.int64(14), np.int64(3), np.int64(10)]","[np.int64(2), np.int64(1), np.int64(2), np.int64(4), np.int64(0), np.int64(7), np.int64(1), np.int64(12), np.int64(3), np.int64(13), np.int64(6), np.int64(6), np.int64(14), np.int64(2), np.int64(4), np.int64(4)]",False,False,0.0,0.0,[ 1  1  5  1  0  1  2  8  0  5  5  0  4  5 11  5],[ 1  1  5  1  0  1  2  8  0  5  0  0  4  5 14  5],False,True,0.796875,1.0,[1 1 3 1 0 1 2 8 0 5 0 0 4 5 0 5],[1 1 3 1 0 1 2 8 0 5 0 0 4 5 0 5],False,False,0.8125,0.8125
"[1 1 0 1 1 0 0 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 0 1
 1 1 1 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0
 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 1 1 1 0 0
 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1]",0,[ 0  0 15  0  0  9  8  7  0  0  4  0  4 15  4  0],[ 0  0 15  0  0 11  1  7  0  0  8  0  3  9  4  0],True,True,1.0,1.0,"[np.int64(14), np.int64(2), np.int64(3), np.int64(11), np.int64(6), np.int64(6), np.int64(6), np.int64(8), np.int64(11), np.int64(11), np.int64(4), np.int64(3), np.int64(9), np.int64(14), np.int64(0), np.int64(9)]","[np.int64(6), np.int64(14), np.int64(4), np.int64(1), np.int64(3), np.int64(14), np.int64(1), np.int64(14), np.int64(8), np.int64(11), np.int64(4), np.int64(0), np.int64(10), np.int64(1), np.int64(9), np.int64(10)]",False,False,0.0,0.0,[ 0  0 15  0  0 11  8 11  0  0  4  0  3 15  4  0],[ 0  0 15  0  0 11  1  7  0  0  8  0  3 15  4  0],False,True,0.796875,1.0,[ 0  0 15  0  0  9  1  0  0  0  4  0  4  9  4  0],[ 0  0 15  0  0 11  1  0  0  0  8  0  3  9  4  0],False,False,0.8125,0.8125
"[1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0
 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0
 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0
 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0
 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0
 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1
 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 1]",8,[ 8  8  1  4  6  1  8  0  8 10  8 13  5  8 10  1],[ 8  8  6  4  6  1  8 10  8 10  8 10  5  8 10 13],True,True,1.0,1.0,"[np.int64(11), np.int64(2), np.int64(12), np.int64(15), np.int64(15), np.int64(14), np.int64(0), np.int64(8), np.int64(15), np.int64(2), np.int64(13), np.int64(3), np.int64(14), np.int64(14), np.int64(2), np.int64(13)]","[np.int64(14), np.int64(6), np.int64(5), np.int64(4), np.int64(6), np.int64(13), np.int64(14), np.int64(13), np.int64(0), np.int64(13), np.int64(4), np.int64(6), np.int64(12), np.int64(2), np.int64(11), np.int64(8)]",False,False,0.0,0.0,[ 8  8  6  4  6  1  8  0  8 10  8 13  9  8 10  6],[ 8  8  6  4  6  1  8 10  8 10  8 13  9  8 10  6],True,True,0.796875,1.0,[ 8  8  1  4  6  1  8  0  8 10  8  6  5  8 10  1],[ 8  8  6 14  6  1  8 10  8 10  8 10  5  8 10  6],True,True,0.8125,0.8125
"[0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 1 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1
 1 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1
 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1]",0,[ 0 14 12 11  3 11  3 10 11 14  0  0 10  0  0 11],[ 0 14 12 11  9 11  3 10 11 14  0  0 10  0  0 14],True,True,1.0,1.0,"[np.int64(1), np.int64(5), np.int64(6), np.int64(14), np.int64(14), np.int64(8), np.int64(1), np.int64(1), np.int64(7), np.int64(5), np.int64(7), np.int64(2), np.int64(14), np.int64(0), np.int64(12), np.int64(7)]","[np.int64(4), np.int64(10), np.int64(5), np.int64(15), np.int64(0), np.int64(13), np.int64(9), np.int64(1), np.int64(14), np.int64(8), np.int64(11), np.int64(3), np.int64(4), np.int64(1), np.int64(5), np.int64(14)]",False,False,0.0,0.0,[ 0 14 12 11  7 11  3 10 11 14  0  0 10  0  0 11],[ 0 14 12 11  7 11  3 10 11 14  0  0 10  0  0 11],True,True,0.796875,1.0,[ 0 14 12 11  3 10  3 10 11 14  0  0 10  0  0 11],[ 0 14 12 11  3 11  3 10 11 14  0  0 10  0  0 11],True,True,0.8125,0.8125
"[1 0 1 1 0 1 1 1 0 1 0 0 1 0 1 0 0 0 0 1 1 1 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0
 0 1 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0
 0 0 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 1 0 0
 0 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 1 1 0 0
 0 0 0 1 1 0 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 1 1 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0
 0 0 1 0 0 0 1 1 0 1 1 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0]",2,[ 2 10  2 15 14  0  2  0  6  0 13 13  0  2  0  2],[ 2  7  2  0 14  0  2  0  6  0 13 13  0  2  0  2],True,True,1.0,1.0,"[np.int64(11), np.int64(1), np.int64(14), np.int64(13), np.int64(14), np.int64(15), np.int64(10), np.int64(13), np.int64(5), np.int64(9), np.int64(10), np.int64(11), np.int64(9), np.int64(7), np.int64(1), np.int64(8)]","[np.int64(15), np.int64(5), np.int64(1), np.int64(15), np.int64(4), np.int64(2), np.int64(8), np.int64(1), np.int64(1), np.int64(10), np.int64(14), np.int64(3), np.int64(5), np.int64(6), np.int64(11), np.int64(4)]",False,False,0.0,0.0,[ 2  5  2 15 14  0  2  6  6 13 13 13  0  2  0  2],[ 2  7  2 15 14  0  2  0  6 13 13 13  0  2  0  2],True,True,0.796875,1.0,[ 2  3  2  0 12  0  2  0  6  0 13 13  0  2  0  2],[ 2  5  2 15 12  0  2  0  6 13 13 13  0  2  0  2],True,True,0.8125,0.8125
"[0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 1
 1 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0
 0 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0
 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0
 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0
 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0]",9,[10  7 12 10 12  2 13  9  1  9 11  7 11  9 14  3],[10  7 12 10 12  3 13  9  1  9 11  7 11  9 14  2],True,True,1.0,1.0,"[np.int64(12), np.int64(10), np.int64(14), np.int64(2), np.int64(3), np.int64(1), np.int64(0), np.int64(15), np.int64(12), np.int64(8), np.int64(1), np.int64(11), np.int64(2), np.int64(1), np.int64(8), np.int64(15)]","[np.int64(6), np.int64(15), np.int64(2), np.int64(6), np.int64(11), np.int64(14), np.int64(2), np.int64(11), np.int64(6), np.int64(7), np.int64(0), np.int64(3), np.int64(13), np.int64(8), np.int64(3), np.int64(11)]",False,False,0.0,0.0,[10  7 12 10 12  2 13  9  1  9 11  7 11  9 15  3],[10  7 12 10 12  4 13  9  1  9 11  7 11  9 14  2],False,True,0.796875,1.0,[10  7 12 10 12  2 13  9  1  9 11  7  6  9  0  2],[10  7 12 10 12  4 13  9  1  9 11  7 11  9  0  4],False,False,0.8125,0.8125
"[0 1 1 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 1 0
 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0
 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0
 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 1 1 0
 1 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0
 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",2,[ 2  0  2  2  6 12  0  0  1  2  0  0  3  1  2  5],[ 2  0  2  2  6 12  0  0  7  2  0  3  3 10  2  5],True,True,1.0,1.0,"[np.int64(4), np.int64(14), np.int64(13), np.int64(1), np.int64(7), np.int64(7), np.int64(5), np.int64(10), np.int64(11), np.int64(5), np.int64(3), np.int64(5), np.int64(5), np.int64(9), np.int64(3), np.int64(6)]","[np.int64(7), np.int64(4), np.int64(15), np.int64(11), np.int64(9), np.int64(15), np.int64(11), np.int64(9), np.int64(15), np.int64(4), np.int64(6), np.int64(1), np.int64(5), np.int64(6), np.int64(6), np.int64(14)]",False,False,0.0,0.0,[ 2  0  2  2  6 11  0  0  1  2  0  3  3  1  2  5],[ 2  0  2  2  6 12  9  0  7  2  0  9  3 11  2  5],True,True,0.796875,1.0,[ 2  0  2  2  6 11  9  0  1  2  0  9  3  1  2  5],[ 2  0  2  2  6 11  9  0  1  2  0  9  3 10  2  5],True,True,0.8125,0.8125
"[1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1
 0 0 1 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0
 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 1
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 1 1 1 0 1 1 0 0 0
 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 1 1 0 1 1 1 0 0 0 1 0 0 0 1 0 1 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0]",3,[15  4  4  3  3 15  1  3  7  3  4  4  4 14 15  3],[15  4  4  3  3 15  1  3  7  3  4  4  4 10 15  3],True,True,1.0,1.0,"[np.int64(12), np.int64(11), np.int64(15), np.int64(2), np.int64(2), np.int64(11), np.int64(1), np.int64(8), np.int64(8), np.int64(14), np.int64(2), np.int64(5), np.int64(7), np.int64(12), np.int64(9), np.int64(4)]","[np.int64(11), np.int64(14), np.int64(2), np.int64(10), np.int64(0), np.int64(9), np.int64(8), np.int64(2), np.int64(10), np.int64(2), np.int64(0), np.int64(5), np.int64(3), np.int64(0), np.int64(14), np.int64(7)]",False,False,0.0,0.0,[15  4  4  3  3 15  1  3  7  3  4  4  4 10 15  3],[15  4  4  3  3 15  1  3  7  3  4  4  4  0 15  3],True,True,0.796875,1.0,[15  4  4  3  3 15  1  3  7  3  4  4  4  1 15  3],[15  4  4  3  3 15  1  3  7  3  4  4  4  2 15  3],True,True,0.8125,0.8125
"[1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0
 0 0 0 1 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0
 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1
 0 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 1 1 0 1]",11,[ 5 15 12  2  5 13  5 11  2  0  7 11 10 11  5 13],[ 5 15 12  2  5 13 15 11  2  0  7 11 10 11  5 13],True,True,1.0,1.0,"[np.int64(2), np.int64(12), np.int64(2), np.int64(4), np.int64(10), np.int64(1), np.int64(13), np.int64(1), np.int64(8), np.int64(9), np.int64(15), np.int64(11), np.int64(14), np.int64(0), np.int64(15), np.int64(8)]","[np.int64(4), np.int64(4), np.int64(0), np.int64(0), np.int64(14), np.int64(1), np.int64(12), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(10), np.int64(14), np.int64(11), np.int64(3), np.int64(6)]",False,False,0.0,0.0,[ 5  5  1  2  5 13  5 11  2  0  7 11 10 11  5 13],[ 5  5 14  2  5 13 15 11  2  0  7 11 10 11  5 13],True,True,0.796875,1.0,[ 5  5  1  2  5 13  5 11  2  0  7 11 10 11  5 13],[ 5 15 12  2  5 13 15 11  2  0  7 11 10 11  5 13],True,True,0.8125,0.8125
"[1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1
 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 0 1 1 1 0 1 0 1 0 0 1
 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 1 0
 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1
 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 0 0 1 0 0 1 0
 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 0 0 1]",5,[ 5  4  0  9  9  5  5 12  3  5 12  2  5  9  9  9],[ 5 14  0  9  6  5  5 12  7  5 12  2  5  9  9  9],True,True,1.0,1.0,"[np.int64(5), np.int64(3), np.int64(14), np.int64(9), np.int64(11), np.int64(6), np.int64(3), np.int64(0), np.int64(12), np.int64(7), np.int64(10), np.int64(14), np.int64(8), np.int64(9), np.int64(13), np.int64(3)]","[np.int64(5), np.int64(1), np.int64(14), np.int64(8), np.int64(9), np.int64(5), np.int64(13), np.int64(14), np.int64(10), np.int64(15), np.int64(15), np.int64(13), np.int64(11), np.int64(12), np.int64(2), np.int64(10)]",False,False,0.0,0.0,[ 5  4 12  9  6  5  5 12  7  5 12  7  5 12  9  9],[ 5  4  0  9  6  5  5 12 15  5 12  7  5  9  9 12],True,True,0.796875,1.0,[ 5  4  0  9  0  5  5 12  3  5 12  2  5  6  9  6],[ 5  4  0  9  0  5  5 12  7  5 12  2  5  9  9  9],True,True,0.8125,0.8125
"[1 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 1 1 0 1 0 0 0 0 0 1
 0 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 1 1 1 1 1 0 1 0 0 0 1 1 0 1 0
 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 1 1 1 0
 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 1 1 1 1
 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0
 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1]",4,[ 6  6  4  6  4 11  4 11 11  2  6  4  2  6  2  6],[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],True,True,1.0,1.0,"[np.int64(5), np.int64(8), np.int64(15), np.int64(9), np.int64(14), np.int64(10), np.int64(4), np.int64(7), np.int64(14), np.int64(8), np.int64(12), np.int64(3), np.int64(9), np.int64(14), np.int64(9), np.int64(0)]","[np.int64(10), np.int64(4), np.int64(13), np.int64(7), np.int64(6), np.int64(0), np.int64(14), np.int64(3), np.int64(7), np.int64(3), np.int64(13), np.int64(3), np.int64(10), np.int64(6), np.int64(12), np.int64(5)]",False,False,0.0,0.0,[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],True,True,0.796875,1.0,[ 6  6  4  6  4 11  4 11 11  2  6  4  2  6  2  6],[ 6 11  4  6  4 11  4 11 11  2  6  4  2  6  2  6],True,True,0.8125,0.8125
"[1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 1 0
 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1
 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0
 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 1 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1
 1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
 0 1 1 0 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0 0 1 0 0 0 1 1 1 0 1 0 0 1 1 0]",7,[14  6 15  2  7 14  7  7  6  6 15  5 13  7  7  7],[14  6 15  2  7 14  7  7 15  6 15  2 13  7  7  7],True,True,1.0,1.0,"[np.int64(3), np.int64(12), np.int64(12), np.int64(10), np.int64(1), np.int64(11), np.int64(9), np.int64(5), np.int64(0), np.int64(11), np.int64(7), np.int64(6), np.int64(4), np.int64(9), np.int64(6), np.int64(6)]","[np.int64(8), np.int64(2), np.int64(3), np.int64(0), np.int64(12), np.int64(1), np.int64(15), np.int64(13), np.int64(5), np.int64(15), np.int64(1), np.int64(9), np.int64(1), np.int64(12), np.int64(10), np.int64(15)]",False,False,0.0,0.0,[14  6 14  8  7 14  7  7 15  4  4  5 13  7  7  7],[14  6 15  2  7  4  7  7 15 14 14  2 13  7  7  7],True,True,0.796875,1.0,[14  6 15  2  7  4  7  7  4  4  4  2 13  7  7  7],[14  6 15  8  7 14  7  7 15  6 15  5 13  7  7  7],True,True,0.8125,0.8125
